,id,sex,age,marital,child,educ,source,smoke,smokenum,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18
109,131.0,FEMALES,23.0,SINGLE,NO,SOME ADDITIONAL TRAINING,WORK,NO,,2.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,5.0,5.0,3.0,5.0,2.0,4.0,2.0,2.0,1.0,5.0,1.0,4.0,5.0,1.0,1.0,4.0,6.0,6.0,6.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,5.0,4.0
110,132.0,MALES,54.0,MARRIED FIRST TIME,NO,SOME SECONDARY,,NO,,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,6.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0
111,133.0,FEMALES,23.0,SINGLE,NO,SOME ADDITIONAL TRAINING,WORK,NO,,3.0,2.0,5.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,6.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0
112,134.0,FEMALES,41.0,DIVORCED,YES,SOME ADDITIONAL TRAINING,FAMILY,NO,,3.0,1.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,5.0,3.0,5.0,2.0,4.0,4.0,3.0,2.0,5.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,6.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0
113,135.0,FEMALES,49.0,MARRIED FIRST TIME,YES,COMPLETED UNDERGRADUATE,CHILDREN,YES,10.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
114,136.0,MALES,22.0,LIVING WITH PARTNER,NO,COMPLETED UNDERGRADUATE,8.0,NO,,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,5.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,5.0,3.0,2.0,1.0,3.0,4.0
115,137.0,FEMALES,22.0,LIVING WITH PARTNER,NO,SOME ADDITIONAL TRAINING,RELATIONSHIPS,NO,,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,4.0,5.0,5.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0
116,138.0,MALES,27.0,SINGLE,NO,COMPLETED HIGHSCHOOL,WORK,YES,100.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,5.0,1.0,5.0,2.0,3.0,3.0,5.0,5.0,2.0,1.0,2.0,4.0,2.0,5.0
117,139.0,FEMALES,32.0,MARRIED FIRST TIME,NO,SOME ADDITIONAL TRAINING,,NO,,3.0,3.0,4.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0
118,140.0,FEMALES,38.0,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,FAMILY,NO,,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0
119,141.0,FEMALES,41.0,REMARRIED,YES,COMPLETED UNDERGRADUATE,8.0,YES,100.0,4.0,1.0,4.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,3.0,2.0,4.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,6.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0
120,142.0,MALES,23.0,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO,,2.0,1.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,3.0,3.0,5.0,3.0,1.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,6.0,7.0,7.0,7.0,6.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,5.0
121,143.0,MALES,21.0,SINGLE,,COMPLETED UNDERGRADUATE,WORK,NO,,2.0,1.0,4.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,5.0,4.0,1.0,2.0,5.0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,5.0,7.0,6.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0
122,144.0,FEMALES,43.0,MARRIED FIRST TIME,YES,SOME SECONDARY,SPOUSE OR PARTNER,NO,,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0,5.0,5.0,1.0,1.0
123,151.0,MALES,40.0,MARRIED FIRST TIME,YES,POSTGRADUATE COMPLETED,WORK,NO,0.0,3.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0
124,152.0,FEMALES,31.0,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0
125,153.0,MALES,49.0,MARRIED FIRST TIME,YES,COMPLETED UNDERGRADUATE,WORK,NO,0.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,4.0,5.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,3.0,1.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,6.0,5.0,3.0,2.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,5.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,5.0
126,154.0,FEMALES,52.0,REMARRIED,YES,SOME ADDITIONAL TRAINING,9.0,NO,0.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,5.0,4.0,2.0,4.0,1.0,5.0,4.0,2.0,1.0,7.0,7.0,7.0,7.0,6.0,2.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0
127,155.0,FEMALES,29.0,LIVING WITH PARTNER,NO,SOME ADDITIONAL TRAINING,8.0,NO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
128,156.0,FEMALES,36.0,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,CHILDREN,NO,0.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,3.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0
129,157.0,FEMALES,19.0,SINGLE,NO,COMPLETED HIGHSCHOOL,LIFE IN GENERAL,NO,0.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,2.0,2.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,3.0
130,158.0,FEMALES,58.0,MARRIED FIRST TIME,NO,COMPLETED UNDERGRADUATE,LIFE IN GENERAL,NO,0.0,4.0,1.0,4.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,4.0,6.0,4.0,6.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0
131,159.0,FEMALES,65.0,DIVORCED,NO,SOME SECONDARY,LIFE IN GENERAL,NO,0.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,1.0,1.0,3.0,5.0
132,160.0,MALES,22.0,SINGLE,NO,COMPLETED HIGHSCHOOL,LIFE IN GENERAL,NO,0.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,2.0,2.0,4.0,4.0
133,161.0,MALES,43.0,SINGLE,NO,SOME ADDITIONAL TRAINING,WORK,NO,0.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,5.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0
134,162.0,MALES,22.0,SINGLE,NO,COMPLETED UNDERGRADUATE,LIFE IN GENERAL,NO,2.0,3.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,5.0,3.0,2.0,4.0,1.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,1.0,3.0,1.0,5.0,5.0,2.0,2.0,2.0,6.0,4.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0
135,163.0,FEMALES,22.0,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,YES,5.0,5.0,1.0,4.0,1.0,5.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,5.0,4.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,5.0,1.0,5.0,4.0,1.0,1.0,6.0,6.0,6.0,5.0,6.0,2.0,3.0,2.0,4.0,4.0,1.0,4.0,5.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,5.0,5.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0
136,164.0,MALES,31.0,STEADY RELATIONSHIP,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0
137,165.0,MALES,46.0,SEPARATED,NO,SOME ADDITIONAL TRAINING,FAMILY,NO,0.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,5.0,6.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,1.0,1.0,2.0,2.0
138,176.0,FEMALES,53.0,DIVORCED,NO,POSTGRADUATE COMPLETED,WORK,NO,0.0,4.0,1.0,4.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,1.0,1.0,5.0,5.0
139,177.0,FEMALES,24.0,SINGLE,NO,COMPLETED HIGHSCHOOL,SPOUSE OR PARTNER,NO,0.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
140,178.0,FEMALES,42.0,MARRIED FIRST TIME,YES,COMPLETED HIGHSCHOOL,LIFE IN GENERAL,NO,0.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0
141,179.0,FEMALES,45.0,REMARRIED,NO,SOME ADDITIONAL TRAINING,LIFE IN GENERAL,NO,0.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0
142,180.0,FEMALES,70.0,MARRIED FIRST TIME,NO,SOME SECONDARY,SPOUSE OR PARTNER,NO,0.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,1.0,2.0,5.0,5.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0
